m13_TCELLS	m13_BCELLS	m13_NKCELLS	m13_GRANULOCYTES	m13_MONOCYTES	m36_TCELLS	m36_BCELLS	m36_NKCELLS	m36_GRANULOCYTES	m36_MONOCYTES	m43_TCELLS	m43_BCELLS	m43_NKCELLS	m43_GRANULOCYTES	m43_MONOCYTES	m55_TCELLS	m55_BCELLS	m55_NKCELLS	m55_GRANULOCYTES	m55_MONOCYTES
chr17-1761086	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	4	0	0	0
chr17-39490358	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17-79613765	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17-80751444	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17-81877679	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
chr17-82536664	0	0	0	0	0	0	2	0	2	3	0	0	0	1	0	0	1	0	6	2
chr17+1175950	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+1809325	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0
chr17+28687720	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+30403928	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+30787062	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+39871678	0	0	0	0	0	0	5	0	1	2	0	0	0	0	1	1	18	0	2	0
chr17+40227348	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+42267176	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+42355012	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+45577368	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+47394437	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
chr17+47483628	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
chr17+48341460	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	2	0	0	0	0
chr17+60461939	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+67122020	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+75683689	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
chr17+75795251	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+77185165	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+80945716	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17+9678530	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18-11001707	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18-1232358	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18-28466358	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
chr18-7302047	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18+45053648	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18+50543380	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18+58555932	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-10149153	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-11043403	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-11363588	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-13924716	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-17479438	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
chr19-3440089	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-36630809	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-4042498	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-4417685	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-53814723	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0
chr19-54212358	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	1	4	0	6	0
chr19-54511135	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19-6839556	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19+11182244	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0
chr19+14143925	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	1	2	0	0	0
chr19+14547170	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	1	0
chr19+17117867	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19+17824189	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19+18285098	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19+48229281	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	8	1	1	0
chr19+49611233	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19+51167126	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19+54357979	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19+56016217	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19+6434987	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19+6895079	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1
chr19+7434783	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
chr2-120428110	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-148604880	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-193383650	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-225118446	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-228361620	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-25993668	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-28932260	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-29285759	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-43147572	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-45637127	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-58651047	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-74203097	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-80344555	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-97227201	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2-97289822	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+103257472	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+189878216	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+202422880	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+33906806	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+39020532	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	3	0	5	0
chr2+54826521	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+55684421	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+55687361	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+58632146	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
chr2+64541852	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+91886705	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+95809028	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2+97227197	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20-34678297	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20-40959370	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20-54602735	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20-6091506	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20+25245007	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20+5678393	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21-20174326	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21-20174332	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
chr21-30683798	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21+16161787	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22-37305954	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0
chr22-37963047	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22-39337483	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22-42244882	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22-45338076	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22+31715907	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1	3	0	1	0
chr22+35507894	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22+38915130	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22+40883844	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0
chr22+42661666	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-113965747	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-11731963	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-123964103	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-156661052	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-16333979	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-178550264	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-182664628	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-47648777	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-49817161	0	0	0	0	0	0	6	0	1	11	1	1	0	0	0	6	18	2	9	3
chr3-52301682	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-58291949	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-69165345	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+112557539	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+179202781	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0
chr3+185607532	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+47953935	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+49341462	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
chr3+51710671	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+5610479	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+67214467	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+82142051	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+97778997	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
chr4-101219471	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-108433409	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-26392671	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	5	0	4	1
chr4-42600477	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-48195663	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4-64703146	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-67484907	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-6805988	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-77949045	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-82788487	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+116486672	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+141664419	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
chr4+142611662	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+147632094	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+155337115	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+165142503	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+167125636	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+183963979	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+27288092	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+58685261	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+79696623	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
chr5-112976499	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-126626566	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-126782646	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-169381806	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-177169779	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-35005325	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-61389383	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+114659	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+130924257	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+146298129	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+148420356	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	4	3	0	0	0
chr5+35529013	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-18184299	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-18425877	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	5	5	0	2	1
chr6-24474847	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-29961486	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-30525611	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	2	0	2	0
chr6-30710824	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-31813400	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-31982419	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32015157	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32258576	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32283942	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
chr6-32301826	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	7	0	9	3
chr6-32355023	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
chr6-33025210	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-43482019	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-57140381	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+124209079	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+126106207	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+133829942	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+155874090	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+159757531	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+25723230	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+30500868	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
chr6+31596611	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31605021	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
chr6+32354297	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+33061543	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
chr6+42353345	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+4240612	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+42577207	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+8041376	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-120351921	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-128342635	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-3761545	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-74244567	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
chr7-87928506	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+138579412	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+142835208	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
chr7+37372150	0	0	0	0	0	0	1	0	5	3	0	0	0	0	0	8	5	0	10	1
chr7+66425372	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+66438473	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+71399093	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+76117062	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+82252811	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-119952089	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-140731213	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-143915464	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	1	0	0	0
chr8-38224057	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-38477303	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-58591101	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0
chr8-8375445	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-9424522	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+38257451	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+38886392	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	5	0	0	0
chr8+38992381	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+46993030	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+61808727	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-113743583	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-128076361	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-128958029	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-130032988	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-131273716	0	0	0	0	0	1	1	0	2	4	0	0	0	0	0	5	14	0	0	1
chr9-136898332	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	1	0	0	0
chr9-14174714	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-33819699	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-35055167	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-36335399	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-37222639	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-39593324	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-81800384	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-88280151	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+111238150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+120295656	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+123711387	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+124121342	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+129278036	0	0	0	0	0	2	1	0	1	2	0	0	0	0	2	20	9	0	1	0
chr9+35127317	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+38773669	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+77925910	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+79655050	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+85510355	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+87576628	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+97563072	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-145498184	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-154055386	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-38115298	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-41191206	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-48030040	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-64173670	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+154787315	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+30425236	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chrY-12294322	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0
chr1-144426668	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
chr1-146087310	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1-150843049	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	7	0
chr1-151861565	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1-155798520	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2
chr1-178127177	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0
chr1-1856714	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1-1856795	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	1	1	0
chr1-205731925	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	7	0
chr1-22128924	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1-229425337	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
chr1-32354799	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1-34939495	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1-40390817	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0
chr1-44930871	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
chr1-87102147	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1-96561679	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+117028014	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+120830198	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+145239099	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+146170831	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+150420296	0	0	0	0	0	0	0	0	7	1	0	0	0	3	0	3	1	1	4	2
chr1+151116795	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+168753938	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+174291463	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	1	0
chr1+174882896	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+24794473	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
chr1+28048242	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0
chr1+31241913	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+37849368	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+57765884	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+70292688	0	0	0	0	0	2	0	0	3	2	0	0	0	0	0	1	1	0	1	2
