m13_TCELLS	m13_BCELLS	m13_NKCELLS	m13_GRANULOCYTES	m13_MONOCYTES	m36_TCELLS	m36_BCELLS	m36_NKCELLS	m36_GRANULOCYTES	m36_MONOCYTES	m43_TCELLS	m43_BCELLS	m43_NKCELLS	m43_GRANULOCYTES	m43_MONOCYTES	m55_TCELLS	m55_BCELLS	m55_NKCELLS	m55_GRANULOCYTES	m55_MONOCYTES
chr4-89964141	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-96851633	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-98961088	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+112506205	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+128533976	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+156806493	0	0	4146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+165136322	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+169353998	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr4+178560863	0	0	1918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+31055639	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+39904330	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
chr4+56125769	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+75661147	0	0	1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+77895796	0	0	4193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+77895806	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+7802639	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+78722993	0	0	2187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+90181388	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+90518331	0	0	20748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+98381810	0	0	2161	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
chr5-101036287	0	0	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-109756794	0	0	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-110753202	0	0	2539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr5-138798620	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-138929189	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-159335733	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-172215979	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-172216122	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-172216148	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr5-172216178	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-172216544	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-172216568	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr5-177202036	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-177202184	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-177202214	0	0	1787	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0
chr5-179721335	0	0	1138	0	0	0	0	0	0	0	0	0	14792	0	0	0	0	3525	0	0
chr5-180539130	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-29628728	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-59074090	0	0	2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-69455669	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-76394644	0	0	2379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
chr5-88914190	0	0	2218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+109729342	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+120101722	0	0	10071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0
chr5+132452218	0	0	952	0	0	0	0	17338	0	0	0	0	571	0	0	0	0	17005	0	0
chr5+137905241	0	0	5445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+138125764	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+139155869	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+140607791	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+141608715	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+179854392	0	0	158	0	0	0	0	1484	0	0	0	0	0	0	0	0	0	173	0	0
chr5+18705518	0	0	1239	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0
chr5+32545845	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+33196262	0	0	830	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr5+36090871	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+55747192	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+66498082	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+79522480	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+89430906	0	0	947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-100532866	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-106189568	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-114045063	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-123654351	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-136685612	0	0	5937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-154069511	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-161037663	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-2465828	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-25579992	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-30504562	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-30522847	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr6-30522877	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-30709643	0	0	3785	0	0	0	0	4877	0	0	0	0	0	0	0	0	0	609	0	0
chr6-30921523	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-31314352	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0
chr6-31805186	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-31805217	0	0	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32159427	0	0	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32161577	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
chr6-32171806	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0
chr6-32185724	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32301739	0	0	3450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32344117	0	0	154	0	1	62	0	0	0	0	0	1669	0	0	0	0	0	0	0	3582
chr6-32344123	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr6-32513701	0	0	1692	0	0	0	0	986	0	0	0	0	0	0	0	0	0	1843	0	0
chr6-32899443	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	34	59	0	0
chr6-32899924	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0
chr6-32916302	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32919861	0	0	3878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0
chr6-32951676	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32960610	0	0	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0
chr6-32962860	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-34327219	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-37263681	0	0	2872	0	0	0	0	51	0	0	0	0	13151	0	0	0	1	1200	0	0
chr6-3784391	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-38587365	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-41996904	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-42623356	0	0	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
chr6-42632505	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-42799451	0	0	1857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0
chr6-42835422	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-63373916	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-65322295	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-65652240	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-78163398	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-85669386	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+109325455	0	0	7	4	0	1680	6740	0	2147	1475	0	0	0	0	4	1062	1195	0	1218	0
chr6+119775393	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+124317109	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+142338261	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+168923840	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+25101253	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+26161354	0	0	5279	0	123	0	0	384	0	0	0	0	40088	0	0	0	0	10806	0	0
chr6+30507571	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31075345	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31210276	0	0	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31568287	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31719901	0	0	1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31809192	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31826045	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31855392	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32378399	0	0	2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
chr6+32735918	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32906207	0	0	4590	0	23	0	0	235	0	0	0	0	0	0	0	0	0	2356	0	0
chr6+32923223	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32965905	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691	0	0
chr6+33292600	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+34694145	0	0	35023	0	0	0	0	2199	0	0	0	0	0	0	0	0	0	17	143	2342
chr6+35707640	0	0	698	0	0	0	0	8	0	0	0	0	0	0	0	0	0	554	0	0
chr6+35916751	0	0	20367	0	0	0	0	1696	0	0	0	0	14127	0	0	0	0	876	0	0
chr6+35916982	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+37477380	0	0	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+41697947	0	0	3061	0	241	0	0	272	0	0	0	0	0	0	0	0	0	4586	0	0
chr6+41767298	0	0	1771	0	0	0	0	129	0	0	0	0	14	0	0	0	0	0	0	0
chr6+41767312	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+41998065	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+42005201	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+42350541	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+42648956	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+43099883	0	0	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
chr6+56729350	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-100216209	0	0	1741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-100377686	0	0	381	0	0	0	0	219	0	287	0	0	10	0	0	0	0	1692	222	0
chr7-11064545	0	0	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-113833960	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-120791341	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-129006184	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
chr7-135401655	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-142644088	0	0	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-148672066	0	0	2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-157095706	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-158827180	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-24934622	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-39959259	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-50240230	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr7-50258336	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
chr7-5982638	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-66067809	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-69480668	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-72837662	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-74243295	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-77597572	0	0	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+102144035	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+107418642	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+117041921	0	0	3221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0
chr7+123727739	0	0	16459	0	0	0	0	67	0	0	0	0	0	0	0	0	0	2521	0	0
chr7+125438845	0	0	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+135081510	0	0	6760	0	0	0	0	7328	34	0	0	0	11680	0	0	0	0	11311	0	25
chr7+138496970	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+142804380	0	0	284	0	0	0	0	0	0	0	0	0	34163	0	0	0	0	1949	0	0
chr7+150619989	0	0	2768	0	0	0	0	590	0	0	0	0	6789	0	0	0	0	748	6	0
chr7+20524727	0	0	571	0	0	0	0	0	0	0	0	0	17835	0	0	0	0	97	0	0
chr7+6742038	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+70110303	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+73445714	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+78868790	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+8194346	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+98331623	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-100442601	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-102407392	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-107488380	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-127881303	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-135344341	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-143005142	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-144729842	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-21965245	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-26308639	0	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-27530859	0	0	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0
chr8-28764407	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-41071633	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-51088742	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-70077651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-79648693	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-81818047	0	0	10590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
chr8+107287122	0	0	5198	0	0	0	0	7594	0	0	0	4099	58	0	0	0	0	812	0	0
chr8+144044679	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+26644558	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+28997389	0	0	4027	0	0	0	0	5284	0	0	0	0	0	0	0	0	0	0	0	0
chr8+38699576	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+63555765	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+68012455	0	0	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+68012466	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+8366749	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-125754862	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-125846211	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-125993149	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-127958334	0	0	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-128658839	0	0	14681	0	0	600	0	817	0	0	0	0	0	0	0	0	0	327	0	0
chr9-129826011	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-131400663	0	0	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-440992	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-72418319	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-800309	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-85874528	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
chr9+105340353	0	0	9700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+105340440	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+105615038	0	0	2831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+108220984	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+114291508	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+125261338	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+125826777	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+128112756	0	0	15884	0	0	0	0	563	0	0	0	0	0	0	0	0	0	1046	0	0
chr9+128112783	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+128677352	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+128769447	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+129119291	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0
chr9+129840469	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+131055695	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+131165069	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+131167345	0	0	2206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+131188980	0	0	14813	0	0	0	2177	12387	0	0	0	0	118	0	0	0	0	6542	0	0
chr9+135868654	0	0	1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+136557824	0	0	1793	0	0	0	0	50	0	0	0	0	0	0	0	0	0	995	0	0
chr9+136557839	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+136635665	0	0	2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+35098222	0	0	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+36058624	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
chr9+36123574	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+37267566	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+38245679	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+72902854	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+94799622	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+96901270	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+9789567	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-100750102	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-108477831	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-134391987	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-136150228	0	0	3016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0
chrX-136210858	0	0	1946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-138183316	0	0	4436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-19935392	0	0	2875	0	0	0	0	359	0	0	0	0	0	0	0	0	0	235	0	0
chrX-30712138	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-44921965	0	0	51	0	467	0	0	0	1869	0	0	0	0	0	19794	11	0	0	0	0
chrX-4621149	0	0	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-47828649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-48640219	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-48976894	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-49006413	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-49036215	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-79397091	0	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-84307416	0	0	1668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+100704730	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+104441309	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+117001039	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+153940269	0	0	5686	0	0	0	0	867	0	0	0	0	0	0	0	0	798	74	0	0
chrX+154493716	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+17018849	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+24262497	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+24328094	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+49087145	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
chrX+49087451	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+49093904	0	0	5802	0	70	0	0	4530	0	0	0	0	17750	0	0	0	6	1865	0	0
chrX+49093912	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+49094391	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+49134447	0	0	39902	0	0	0	0	22477	0	0	0	0	2	2	0	0	0	5661	8	0
chrX+57734204	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrY-13947287	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrY-21662123	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
chrY+20497240	0	0	3052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-116296564	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-150130553	0	0	0	1736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-154244326	0	0	0	8	0	15	1620	0	0	0	0	5278	0	0	0	50	353	0	0	0
chr1-155682077	0	0	0	956	0	1984	0	0	0	0	0	0	0	0	0	0	158	0	0	0
chr1-179010588	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-206620588	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
