4_months	6_months	12_months	18_months	24_months
chr22.40952046.-	0	511	1135	53	1
chr22.45511232.-	0	1	0	0	0
chr22.46612647.-	0	98	0	0	17
chr22.37314096.+	0	3	0	0	0
chr22.39040166.+	0	60	400	67	0
chr22.40952043.+	0	2	0	0	0
chr22.44059231.+	0	5	1738	68	78
chr22.46248964.+	0	1	0	0	0
chr3.152192892.-	0	3	0	0	0
chr3.161767388.-	0	1	0	0	0
chr3.183481094.-	0	1	0	0	0
chr3.23873619.-	0	1	0	0	0
chr3.28131509.-	0	1	0	0	0
chr3.33718986.-	0	4	0	0	0
chr3.46413643.-	0	773	16	2	94
chr3.48472773.-	0	296	0	0	7
chr3.50674693.-	0	1	0	0	0
chr3.66194784.-	0	1	0	0	0
chr3.69955688.-	0	2	0	0	0
chr3.72311232.-	0	14	0	24	21
chr3.72376828.-	0	5	1	0	0
chr3.105870349.+	0	378	1	0	0
chr3.114900353.+	0	128	875	63	17
chr3.119470458.+	0	4	0	0	0
chr3.122142245.+	0	1	0	0	0
chr3.13427283.+	0	1	0	0	0
chr3.136662407.+	0	1	0	0	0
chr3.152656005.+	0	5	7570	170	128
chr3.154719442.+	0	1	0	0	0
chr3.172520124.+	0	29	0	0	0
chr3.17370841.+	0	2	0	0	0
chr3.179563864.+	0	75	0	0	0
chr3.179617174.+	0	1	0	0	0
chr3.189955813.+	0	1	0	0	0
chr3.23805355.+	0	16	0	0	0
chr3.3058498.+	0	51	0	0	0
chr3.36912022.+	0	1	0	0	0
chr3.38474097.+	0	1	0	0	0
chr3.42779080.+	0	1	0	0	0
chr3.47069038.+	0	8	0	0	0
chr3.69160035.+	0	1	0	0	0
chr4.121247421.-	0	2	0	0	0
chr4.139088382.-	0	91	0	0	0
chr4.156797105.-	0	1	0	0	0
chr4.159307742.-	0	1	0	0	0
chr4.188987512.-	0	1	0	0	0
chr4.23350819.-	0	1	0	0	0
chr4.47111666.-	0	1	0	0	0
chr4.56731296.-	0	1	0	0	0
chr4.77012762.-	0	4	0	0	0
chr4.82892268.-	0	21	2146	64	141
chr4.83112201.-	0	6	0	0	4
chr4.86960124.-	0	17	0	0	0
chr4.123601125.+	0	402	3	0	30
chr4.144337514.+	0	20	0	0	0
chr4.163593308.+	0	445	38	2	0
chr4.164798496.+	0	1	0	0	0
chr4.48174001.+	0	2	0	0	0
chr4.81259173.+	0	696	1468	45	62
chr4.99562956.+	0	1	0	0	0
chr5.139286787.-	0	1	0	0	0
chr5.142731903.-	0	6	392	0	0
chr5.147484562.-	0	10	0	0	0
chr5.15503212.-	0	1	0	0	0
chr5.172020693.-	0	1	0	0	0
chr5.375379.-	0	5	0	0	0
chr5.376251.-	0	5	0	0	0
chr5.54065468.-	0	1	0	0	0
chr5.76272068.-	0	47	0	0	0
chr5.80780658.-	0	1	0	0	0
chr5.93650928.-	0	195	0	0	0
chr5.98952101.-	0	1	0	0	0
chr5.101592756.+	0	2	0	0	0
chr5.122076570.+	0	1	0	0	0
chr5.124993958.+	0	1	0	0	0
chr5.164356183.+	0	6	0	0	0
chr5.173383506.+	0	1	0	0	0
chr5.181262045.+	0	154	0	0	0
chr5.21090299.+	0	1	0	0	0
chr5.31386556.+	0	3	0	0	0
chr5.35319314.+	0	1213	35	33	10
chr5.37592935.+	0	1	0	0	0
chr5.76372440.+	0	85	1047	42	27
chr5.76547648.+	0	39	0	17	0
chr5.76622848.+	0	1	0	0	0
chr6_GL000255v2_alt.3453762.-	0	1	0	0	0
chr6_GL000255v2_alt.4591216.+	0	1	0	0	0
chr6.107773502.-	0	1	0	0	0
chr6.130514198.-	0	1	0	0	0
chr6.135323591.-	0	4	0	0	0
chr6.149483424.-	0	1	0	0	0
chr6.159463864.-	0	1	0	0	0
chr6.160984545.-	0	3	0	0	0
chr6.35045958.-	0	2	249	0	0
chr6.4986435.-	0	1	0	0	0
chr6.53026332.-	0	1	0	0	0
chr6.54845454.-	0	4	0	0	0
chr6.68958065.-	0	1	0	0	0
chr6.104498003.+	0	1	0	0	0
chr6.10521297.+	0	7	0	0	0
chr6.105999984.+	0	4	0	0	0
chr6.10644759.+	0	1	0	0	0
chr6.111403454.+	0	1	0	0	0
chr6.143451206.+	0	12	0	0	0
chr6.143672940.+	0	1	0	0	0
chr6.151144526.+	0	1	0	0	0
chr6.158583115.+	0	1	0	0	0
chr6.16468330.+	0	1	0	0	0
chr6.21465766.+	0	27	0	0	0
chr6.34272643.+	0	25	0	88	33
chr6.35727421.+	0	725	593	73	39
chr6.35875458.+	0	1	0	0	0
chr6.3802654.+	0	1	0	0	0
chr6.6653363.+	0	19	0	0	0
chr6.6722962.+	0	100	0	0	0
chr6.68741351.+	0	2	0	0	0
chr6.73575194.+	0	1	0	0	0
chr6.73617589.+	0	1	0	0	0
chr6.75791067.+	0	1	0	0	0
chr7.100128431.-	0	935	0	0	0
chr7.106878681.-	0	4	654	0	0
chr7.127414364.-	0	183	1872	1	0
chr7.128980491.-	0	1	0	0	0
chr7.130125378.-	0	5	0	0	0
chr7.139680358.-	0	7	0	0	0
chr7.148606824.-	0	1	0	0	0
chr7.2510541.-	0	7	0	0	0
chr7.72289789.-	0	6	0	0	0
chr7.74480858.-	0	44	0	0	0
chr7.92698865.-	0	4	0	0	0
chr7.103289040.+	0	1	0	0	0
chr7.105678585.+	0	278	113	14	75
chr7.113642443.+	0	1	0	0	0
chr7.152542984.+	0	3	0	0	0
chr7.23296627.+	0	1	0	0	0
chr7.2405547.+	0	59	0	0	1
chr7.24549053.+	0	1	0	0	0
chr7.40039658.+	0	1	0	0	0
chr7.73521609.+	0	873	1670	314	69
chr7.74211611.+	0	296	638	78	87
chr7.74659497.+	0	17	0	0	0
chr8.101055123.-	0	1	0	0	0
chr8.107071145.-	0	106	0	44	0
chr8.107319276.-	0	48	0	2	0
chr8.123367327.-	0	1	0	0	0
chr8.135179554.-	0	123	1	0	0
chr8.141246084.-	0	31	0	0	0
chr8.142669217.-	0	1	0	0	0
chr8.17045411.-	0	1	0	0	0
chr8.22842963.-	0	3	0	0	0
chr8.38805704.-	0	23	0	0	0
chr8.41532583.-	0	1	0	0	0
chr8.41866267.-	0	1	0	0	0
chr8.60513796.-	0	161	0	9	29
chr8.83040248.-	0	1	0	0	0
chr8.97783176.-	0	1	0	0	0
chr8.12545377.+	0	1	0	0	0
chr8.12757937.+	0	65	0	0	0
chr8.134048472.+	0	1	0	0	0
chr8.143189883.+	0	2	0	0	0
chr8.23230293.+	0	21	0	0	0
chr8.26543726.+	0	1	0	0	0
chr8.57401682.+	0	1	0	0	0
chr8.6691371.+	0	232	0	27	7
chr9.122006110.-	0	1	0	0	0
chr9.123071584.-	0	1	0	0	0
chr9.127857438.-	0	1259	2686	120	6
chr9.131255944.-	0	6	0	0	0
chr9.134066613.-	0	1	3488	22	106
chr9.70438001.-	0	120	0	31	0
chr9.72069894.-	0	7	0	0	0
chr9.97612693.-	0	1	0	0	0
chr9.107669380.+	0	1	0	0	0
chr9.113720178.+	0	1	0	0	0
chr9.124217948.+	0	267	1470	0	67
chr9.127857435.+	0	2	0	0	0
chr9.136326314.+	0	378	291	45	75
chr9.35637426.+	0	10	0	0	0
chr9.39389474.+	0	1	0	0	0
chr9.43408631.+	0	1	0	0	0
chr9.76643833.+	0	742	0	41	2
chr9.89498619.+	0	55	0	0	0
chr9.91531928.+	0	1	0	0	0
chrX_KI270913v1_alt.121988.-	0	1	0	0	0
chrX_KI270913v1_alt.212330.-	0	35	0	0	0
chrX.100384907.-	0	3	0	0	0
chrX.12645491.-	0	1	0	0	0
chrX.132480231.-	0	91	0	0	0
chrX.28121177.-	0	3	0	0	0
chrX.32887612.-	0	3	0	0	0
chrX.72294150.-	0	1	0	0	0
chrX.119683881.+	0	195	6	46	209
chrX.129776606.+	0	84	2087	0	0
chrX.13558804.+	0	1	0	0	0
chrX.154098232.+	0	1	0	0	0
chrX.20439477.+	0	15	8	0	0
chrX.41331413.+	0	148	0	0	0
chr1_GL383520v2_alt.297624.+	0	0	2	2	1
chr1.101261448.-	0	0	2874	286	514
chr1.1166808.-	0	0	1616	542	303
chr1.120574323.-	0	0	2	0	0
chr1.148936070.-	0	0	3	0	0
chr1.155307198.-	0	0	1	0	0
chr1.160641422.-	0	0	1404	577	850
chr1.165480490.-	0	0	1	0	0
chr1.169696685.-	0	0	1349	130	176
chr1.218045960.-	0	0	1	0	0
chr1.235911778.-	0	0	1	16	0
chr1.240498267.-	0	0	2384	11	59
chr1.248148073.-	0	0	1	0	0
chr1.28418729.-	0	0	678	177	178
chr1.45544769.-	0	0	26	0	0
chr1.77650160.-	0	0	1	0	0
chr1.78651600.-	0	0	855	62	10
chr1.115084909.+	0	0	2488	7	14
chr1.143651041.+	0	0	1	0	0
chr1.148936619.+	0	0	7	0	0
chr1.14915135.+	0	0	1	0	0
chr1.156524486.+	0	0	6118	631	283
chr1.160711472.+	0	0	718	19	1
chr1.183632287.+	0	0	84	0	0
chr1.19638934.+	0	0	1	0	0
chr1.207917434.+	0	0	1489	25	104
chr1.208913804.+	0	0	1	0	0
chr1.209755863.+	0	0	939	18	4
chr1.212387914.+	0	0	2	0	0
chr1.234400866.+	0	0	70	95	37
chr1.26288097.+	0	0	7774	114	472
chr1.31162140.+	0	0	1534	384	186
chr1.31162386.+	0	0	1	0	0
chr1.31957498.+	0	0	1	0	0
chr1.37846439.+	0	0	1308	248	148
chr1.39205106.+	0	0	11315	200	462
chr1.42923981.+	0	0	477	1	14
chr1.44672289.+	0	0	692	65	23
chr1.46668824.+	0	0	368	97	122
chr1.6442135.+	0	0	50	72	35
chr1.65171513.+	0	0	1	0	0
chr1.66332604.+	0	0	8083	75	206
chr1.9075044.+	0	0	11828	1468	1879
chr1.9075625.+	0	0	1	0	0
chr10.110208707.-	0	0	6838	620	659
chr10.127932439.-	0	0	1	0	0
chr10.26364415.-	0	0	1	0	0
chr10.26448578.-	0	0	3868	230	115
chr10.48476121.-	0	0	32	116	29
chr10.63235807.-	0	0	276	151	289
chr10.69044092.-	0	0	1937	108	104
chr10.73563722.-	0	0	1	0	0
chr10.74108712.-	0	0	1	0	0
chr10.80089462.-	0	0	4	65	0
chr10.17176319.+	0	0	2362	0	35
chr10.17512428.+	0	0	2131	5	4
chr10.35130432.+	0	0	491	60	0
chr10.37792560.+	0	0	1	0	0
chr10.61767391.+	0	0	2636	0	42
chr10.86336943.+	0	0	1	0	0
chr11.104255808.-	0	0	1	0	0
chr11.118251144.-	0	0	6901	184	212
chr11.122716601.-	0	0	2881	8	55
chr11.30583073.-	0	0	303	9	0
chr11.46319190.-	0	0	3313	312	84
chr11.63960971.-	0	0	1	0	0
chr11.65362085.-	0	0	1	0	0
chr11.65362995.-	0	0	212	0	0
chr11.72793313.-	0	0	82	29	1
chr11.86791541.-	0	0	2990	289	56
chr11.105034593.+	0	0	93	44	3
chr11.115482456.+	0	0	1	0	0
chr11.117099261.+	0	0	2152	0	8
chr11.17239054.+	0	0	1	0	0
chr11.17275981.+	0	0	949	4	0
chr11.33871753.+	0	0	1060	310	185
chr11.46011223.+	0	0	1	0	0
chr11.67404155.+	0	0	8818	1698	3112
chr11.9719911.+	0	0	5	19	4
chr12.110080077.-	0	0	2	23	1
chr12.122775323.-	0	0	2786	72	104
chr12.14960025.-	0	0	611	3	0
chr12.26274681.-	0	0	1	0	0
chr12.46473459.-	0	0	2513	8	0
chr12.6450750.-	0	0	24	52	29
chr12.8466831.-	0	0	1	0	0
chr12.112385684.+	0	0	10	0	0
chr12.116636855.+	0	0	2	61	72
chr12.122884989.+	0	0	466	131	74
chr12.14261572.+	0	0	1	0	0
chr12.31958889.+	0	0	45	0	0
chr12.39038771.+	0	0	1	0	0
chr12.45196447.+	0	0	1	0	0
chr12.47816237.+	0	0	1846	59	0
chr12.50927050.+	0	0	374	8	0
chr12.57895511.+	0	0	247	8	48
chr12.6337045.+	0	0	4404	631	574
chr12.64623564.+	0	0	21973	2755	1772
chr12.9707952.+	0	0	83	3	23
chr13.103080367.-	0	0	1	0	0
chr13.105711721.-	0	0	1	0	0
chr13.27446970.-	0	0	20	18	0
chr13.35163790.-	0	0	4	0	0
chr13.39958436.-	0	0	3167	129	57
chr13.48186767.-	0	0	2197	0	0
chr13.49251070.-	0	0	4767	105	19
chr13.99497027.-	0	0	652	156	76
chr13.30032898.+	0	0	1	0	0
chr13.49401883.+	0	0	1008	0	27
chr13.50910471.+	0	0	2392	559	2139
chr14.25871778.-	0	0	1	0	0
chr14.35287758.-	0	0	1656	243	128
chr14.50041020.-	0	0	1016	267	448
chr14.55131071.-	0	0	1	0	0
chr14.75879026.-	0	0	1	0	0
chr14.100318048.+	0	0	2102	6	47
chr14.24695121.+	0	0	2945	84	0
chr14.35368222.+	0	0	10	202	121
chr14.50451489.+	0	0	1	0	0
chr14.75274548.+	0	0	1	0	0
chr14.97748490.+	0	0	601	0	0
chr15_KI270905v1_alt.1422238.+	0	0	1	0	0
chr15.23748286.-	0	0	1	0	0
chr15.45891277.-	0	0	1	0	0
chr15.78047568.-	0	0	95	0	0
chr15.78069759.-	0	0	12908	422	416
chr15.90035019.-	0	0	977	73	75
chr15.92904626.-	0	0	2	63	125
chr15.97989956.-	0	0	1	0	0
chr15.34319348.+	0	0	1	0	0
chr15.46009501.+	0	0	1	0	0
chr15.58473448.+	0	0	1	0	0
chr15.74782860.+	0	0	3084	523	223
chr15.90037768.+	0	0	1346	37	32
chr15.91104838.+	0	0	2	0	0
chr15.94013962.+	0	0	1	0	0
chr15.98734567.+	0	0	1067	79	1
chr16.1647310.-	0	0	21996	1330	1241
chr16.17369103.-	0	0	955	36	0
chr16.1838789.-	0	0	1	0	0
chr16.27405429.-	0	0	1081	145	67
chr16.27442433.-	0	0	1	0	0
chr16.29660471.-	0	0	220	90	0
chr16.29661593.-	0	0	16728	1730	2839
chr16.3913456.-	0	0	1	0	0
chr16.12354197.+	0	0	2486	16	7
chr16.1432119.+	0	0	19	0	0
chr16.1835035.+	0	0	1	0	0
chr16.20746310.+	0	0	1779	124	4
chr16.2205075.+	0	0	21	24	0
chr16.29661827.+	0	0	52	303	14
chr16.30385359.+	0	0	1	0	0
chr16.3101124.+	0	0	806	38	33
chr16.47494154.+	0	0	206	36	32
chr16.68925171.+	0	0	1	0	0
chr16.75100366.+	0	0	1	0	0
chr16.76824825.+	0	0	1	0	0
chr16.82154267.+	0	0	832	193	310
chr16.85158269.+	0	0	2226	119	238
chr17.19921323.-	0	0	8	0	0
chr17.28661589.-	0	0	9	464	354
chr17.32395583.-	0	0	2	0	0
chr17.5020578.-	0	0	88	16	61
chr17.55281683.-	0	0	8	43	43
chr17.57903663.-	0	0	43	0	0
chr17.59275033.-	0	0	1	6	23
chr17.64396787.-	0	0	4	0	0
chr17.64923513.-	0	0	3	0	0
chr17.64987132.-	0	0	8175	1415	1268
chr17.67444411.-	0	0	16422	1535	2243
chr17.76146105.-	0	0	2623	3	115
chr17.77439400.-	0	0	39	340	178
chr17.82860523.-	0	0	1485	316	131
chr17.82884022.-	0	0	4800	294	198
chr17.16285705.+	0	0	321	0	0
chr17.32085057.+	0	0	15	0	0
chr17.67431367.+	0	0	6024	408	321
chr17.67785096.+	0	0	62191	3732	4323
chr17.69701255.+	0	0	1	0	0
chr17.75646081.+	0	0	866	43	0
chr17.80775264.+	0	0	1784	511	746
chr17.81453211.+	0	0	2	0	0
chr17.82495144.+	0	0	1086	34	59
chr18.2982002.-	0	0	5653	118	117
chr18.3060672.-	0	0	2464	49	115
chr18.67330886.-	0	0	1	0	0
chr18.75210222.-	0	0	204	215	377
chr18.76783386.-	0	0	1	0	0
chr18.5294095.+	0	0	8225	422	283
chr18.62937984.+	0	0	199	54	151
chr18.67814839.+	0	0	1	0	0
chr18.77236046.+	0	0	1	0	0
chr19.10236695.-	0	0	157	46	0
chr19.15465378.-	0	0	5289	185	40
chr19.1904791.-	0	0	766	226	46
chr19.22389824.-	0	0	1	0	0
chr19.24915123.-	0	0	11	0	0
chr19.24919203.-	0	0	2	0	0
chr19.38878449.-	0	0	51	135	81
chr19.47056338.-	0	0	1	0	0
chr19.47111861.-	0	0	31105	5989	5691
chr19.11322842.+	0	0	27	1	4
chr19.16141735.+	0	0	530	340	197
chr19.20052591.+	0	0	5352	205	204
chr19.33646659.+	0	0	1	0	0
chr19.35904415.+	0	0	4307	262	256
chr19.35905212.+	0	0	4524	480	277
chr19.46340240.+	0	0	1	0	0
chr19.57280825.+	0	0	1	0	14
chr2_GL383521v1_alt.123057.+	0	0	1	0	0
chr2.102419742.-	0	0	13936	2047	2283
chr2.105744367.-	0	0	1	0	0
chr2.105744463.-	0	0	763	0	0
chr2.113600242.-	0	0	1	0	0
chr2.123076058.-	0	0	1	0	0
chr2.128218080.-	0	0	7	190	92
chr2.135942700.-	0	0	1	0	0
chr2.163742768.-	0	0	1	0	0
chr2.169473172.-	0	0	1	0	0
chr2.174667520.-	0	0	1327	0	28
chr2.181435565.-	0	0	5123	542	721
chr2.196241870.-	0	0	4053	285	293
chr2.237675845.-	0	0	1159	62	18
chr2.45225437.-	0	0	107	238	56
chr2.63738107.-	0	0	1	0	0
chr2.70133106.-	0	0	50907	3596	5550
chr2.70299011.-	0	0	896	317	254
chr2.88733355.-	0	0	612	55	133
chr2.108624489.+	0	0	1	0	0
chr2.112707232.+	0	0	32	1147	2139
chr2.117395443.+	0	0	1	0	0
chr2.152217368.+	0	0	2	0	0
chr2.201115740.+	0	0	1	1	5
chr2.219210218.+	0	0	8885	433	436
chr2.232564549.+	0	0	1	0	0
chr2.24084055.+	0	0	224	21	22
chr2.37823400.+	0	0	6282	341	287
chr2.42949778.+	0	0	2092	5	0
chr2.43196856.+	0	0	513	0	2
chr2.48406437.+	0	0	4112	92	199
chr2.54003504.+	0	0	1	0	0
chr2.55112782.+	0	0	4238	0	21
chr2.6935096.+	0	0	162	38	0
chr2.74439304.+	0	0	174	0	0
chr2.96224845.+	0	0	2045	490	264
chr20.172371.-	0	0	14	1	8
chr20.23159871.-	0	0	11	130	194
chr20.3091258.-	0	0	2305	132	0
chr20.3094617.-	0	0	1	0	0
chr20.32549372.-	0	0	1	0	0
chr20.3811673.-	0	0	1582	34	145
chr20.38713852.-	0	0	1	0	0
chr20.4865845.-	0	0	1	0	0
chr20.62741137.-	0	0	2763	34	4
chr20.17961482.+	0	0	5131	849	2723
chr20.32672433.+	0	0	1	0	0
chr20.41779978.+	0	0	1	0	0
chr20.53584585.+	0	0	19	3	6
chr20.62142440.+	0	0	831	0	0
chr20.63635363.+	0	0	43	83	49
chr20.8393920.+	0	0	104	75	16
chr21.33976211.-	0	0	1752	0	25
chr21.22710701.+	0	0	376	5	132
chr21.30959075.+	0	0	1	0	3
chr21.39040300.+	0	0	645	444	143
chr21.42513157.+	0	0	1824	26	119
chr22.23531821.-	0	0	1	0	0
chr22.30090892.-	0	0	1	0	0
chr22.31474127.-	0	0	2	0	0
chr22.35400203.-	0	0	3405	84	228
chr22.37604576.-	0	0	6	0	0
chr22.40040078.-	0	0	1026	0	0
chr22.49937620.-	0	0	54	620	589
chr22.20497141.+	0	0	10	0	0
chr22.28808204.+	0	0	4319	190	161
chr22.38388958.+	0	0	1	0	1
chr22.39040182.+	0	0	1	0	0
chr22.39350841.+	0	0	92	217	6
chr22.40130731.+	0	0	32	0	0
chr22.46673631.+	0	0	113	3	19
chr22.46775357.+	0	0	1094	2	27
chr3.100248584.-	0	0	2	0	0
chr3.102114786.-	0	0	9095	49	181
chr3.102176703.-	0	0	114	1	3
chr3.126540039.-	0	0	7	0	0
chr3.183556300.-	0	0	207	31	192
chr3.190597358.-	0	0	8020	854	925
chr3.195906316.-	0	0	5357	302	210
chr3.32785048.-	0	0	2	0	0
chr3.47221165.-	0	0	1229	110	37
chr3.50339096.-	0	0	235	0	0
chr3.55619821.-	0	0	309	13	0
chr3.9493414.-	0	0	1	0	0
chr3.10189301.+	0	0	5216	439	434
chr3.108048483.+	0	0	1	0	0
chr3.108223009.+	0	0	1821	496	467
chr3.112397863.+	0	0	468	221	136
chr3.12194234.+	0	0	947	33	0
chr3.12666853.+	0	0	1	0	0
chr3.127800086.+	0	0	1184	4	0
chr3.141797617.+	0	0	1237	1	2
chr3.172537630.+	0	0	1	0	0
chr3.177681579.+	0	0	20879	628	665
chr3.196620038.+	0	0	491	54	2
chr3.38288960.+	0	0	4	0	0
chr3.49345044.+	0	0	1241	0	4
chr3.49806821.+	0	0	3950	161	19
chr3.49873488.+	0	0	550	9	0
chr3.51503016.+	0	0	2063	283	80
chr3.52476086.+	0	0	1	0	0
chr3.66052701.+	0	0	1	0	0
chr3.90022335.+	0	0	1	0	0
chr4_KI270786v1_alt.205695.+	0	0	3	0	0
chr4.11915326.-	0	0	1	0	0
chr4.120778115.-	0	0	1	0	0
chr4.125678071.-	0	0	2625	38	43
chr4.140720876.-	0	0	274	5	30
chr4.146736330.-	0	0	1	0	0
chr4.154921921.-	0	0	1	0	0
chr4.157991649.-	0	0	8221	583	993
chr4.54876183.-	0	0	1	0	0
chr4.58461541.-	0	0	1	0	0
chr4.66984691.-	0	0	1	0	0
chr4.85898881.-	0	0	1	0	0
chr4.106521352.+	0	0	12	0	0
chr4.112297811.+	0	0	59	15	0
chr4.145814619.+	0	0	1	0	0
chr4.159193170.+	0	0	503	24	64
chr4.180395218.+	0	0	235	0	75
chr4.24278035.+	0	0	2	0	0
chr4.3738598.+	0	0	1	0	0
chr4.47786401.+	0	0	1	0	0
chr4.85118434.+	0	0	1	0	0
chr4.87135262.+	0	0	103	0	25
chr5.132427681.-	0	0	4771	363	367
chr5.135396870.-	0	0	806	0	0
chr5.137571289.-	0	0	2984	29	63
chr5.137694464.-	0	0	3586	135	61
chr5.141604536.-	0	0	2438	59	158
chr5.14202874.-	0	0	1407	55	41
chr5.146318136.-	0	0	1	0	0
chr5.160420421.-	0	0	1807	48	21
chr5.170298184.-	0	0	12	10	50
chr5.177507507.-	0	0	8	35	117
chr5.180091740.-	0	0	382	0	0
chr5.40487665.-	0	0	16876	883	579
chr5.47353019.-	0	0	1	0	0
chr5.57174784.-	0	0	148	20	16
chr5.90207722.-	0	0	1	0	0
chr5.95162340.-	0	0	13260	2017	2661
chr5.131545173.+	0	0	272	146	191
chr5.142293210.+	0	0	5	0	0
chr5.145831433.+	0	0	17	0	0
chr5.168850845.+	0	0	41	60	78
chr5.179752186.+	0	0	6	0	0
chr5.180294156.+	0	0	1	0	0
chr5.77491331.+	0	0	630	101	23
chr6.108806216.-	0	0	1	0	0
chr6.108806226.-	0	0	11578	185	124
chr6.109254226.-	0	0	4729	274	289
chr6.118709657.-	0	0	5125	28	130
chr6.136762014.-	0	0	736	62	14
chr6.15266004.-	0	0	21568	2456	2235
chr6.154918752.-	0	0	1	0	0
chr6.27573619.-	0	0	1	0	0
chr6.293475.-	0	0	7753	416	257
chr6.46275242.-	0	0	2100	286	72
chr6.9095940.-	0	0	1	0	0
chr6.99219699.-	0	0	1	0	0
chr6.104911568.+	0	0	1	0	0
chr6.105809811.+	0	0	175	28	35
chr6.10848390.+	0	0	1	0	0
chr6.109008746.+	0	0	673	116	28
chr6.13527275.+	0	0	2311	53	0
chr6.148823163.+	0	0	23858	848	843
chr6.149687973.+	0	0	1	0	0
chr6.16585650.+	0	0	2811	169	38
chr6.25051035.+	0	0	1330	924	947
chr6.25081295.+	0	0	1	0	0
chr6.26364834.+	0	0	22842	3240	3681
chr6.26364978.+	0	0	1	0	0
chr6.35037524.+	0	0	3369	343	248
chr6.79484275.+	0	0	9	0	0
chr6.85795608.+	0	0	1	0	0
chr6.90285031.+	0	0	1911	191	26
chr7_KI270803v1_alt.819341.+	0	0	1	0	0
chr7.104957878.-	0	0	1	0	0
chr7.12339924.-	0	0	1	0	0
chr7.129268396.-	0	0	2	0	0
chr7.136085749.-	0	0	1	0	0
chr7.150368468.-	0	0	288	4	0
chr7.158865078.-	0	0	2281	342	488
chr7.2728731.-	0	0	542	61	47
chr7.37384639.-	0	0	134	0	0
chr7.38345402.-	0	0	7184	406	940
chr7.5483556.-	0	0	1	0	0
chr7.55574302.-	0	0	1246	0	27
chr7.74547596.-	0	0	8	0	0
chr7.75181180.-	0	0	2	0	0
chr7.92755956.-	0	0	641	88	131
chr7.92760465.-	0	0	8090	254	97
chr7.96808421.-	0	0	1	0	0
chr7.111475895.+	0	0	2137	10	0
chr7.126701061.+	0	0	337	216	63
chr7.130441680.+	0	0	209	118	104
chr7.142796368.+	0	0	3	0	1
chr7.1511953.+	0	0	36	35	31
chr7.21352532.+	0	0	2042	0	3
chr7.26204995.+	0	0	5	0	0
chr7.37409770.+	0	0	2103	174	228
chr7.39683820.+	0	0	9500	484	592
chr7.40509139.+	0	0	1	0	0
chr7.5479803.+	0	0	1270	437	627
chr7.6290640.+	0	0	1	0	0
chr7.73544153.+	0	0	1	0	0
chr8.110895268.-	0	0	1	0	0
chr8.37801301.-	0	0	1	0	0
chr8.58659380.-	0	0	6184	124	82
chr8.58802278.-	0	0	47	160	126
chr8.71492875.-	0	0	1	0	0
chr8.8500621.-	0	0	1	0	0
chr8.127401322.+	0	0	1	0	0
chr8.16604522.+	0	0	3142	225	158
chr8.27251032.+	0	0	1	0	0
chr8.29770156.+	0	0	43	0	0
chr8.59425066.+	0	0	1	0	0
chr9.10684454.-	0	0	1	0	0
chr9.134027493.-	0	0	1	0	0
chr9.36151439.-	0	0	123	45	36
chr9.36488478.-	0	0	90	0	1
chr9.74714657.-	0	0	1	0	0
chr9.897535.-	0	0	1	0	0
chr9.97517986.-	0	0	212	4	0
chr9.99827706.-	0	0	3079	457	162
chr9.129334591.+	0	0	1645	0	0
chr9.133058996.+	0	0	1329	94	11
chr9.33298166.+	0	0	1	0	0
chr9.7840523.+	0	0	1	0	0
chr9.8788481.+	0	0	1	0	0
chr9.97935822.+	0	0	232	45	134
chrUn_KI270304v1.751.+	0	0	1	0	0
chrUn_KI270310v1.691.+	0	0	38	47	27
chrX.118490508.-	0	0	1	0	0
chrX.22022705.-	0	0	1	0	0
chrX.35842372.-	0	0	1461	41	50
chrX.47583540.-	0	0	9225	447	235
chrX.49002979.-	0	0	8	1	34
chrX.109178674.+	0	0	1	0	0
chrX.136196927.+	0	0	36648	1195	1069
chrX.40149934.+	0	0	1197	0	0
chrX.47371360.+	0	0	1	0	0
chrX.78326433.+	0	0	1523	2	0
chr1.153990366.-	0	0	0	49	41
chr1.159014967.-	0	0	0	25	4
chr1.159091936.-	0	0	0	1	0
chr1.161019052.-	0	0	0	49	4
chr1.161184271.-	0	0	0	474	407
chr1.185693810.-	0	0	0	5	0
chr1.198173382.-	0	0	0	56	82
chr1.234103606.-	0	0	0	12	3
chr1.240433806.-	0	0	0	9	0
chr1.27600780.-	0	0	0	579	899
chr1.28292068.-	0	0	0	1126	637
chr1.39205633.-	0	0	0	732	637
chr1.51314243.-	0	0	0	173	149
chr1.84945999.-	0	0	0	39	3
chr1.109791142.+	0	0	0	25	0
chr1.111506481.+	0	0	0	29	0
chr1.150563556.+	0	0	0	83	1564
chr1.156502506.+	0	0	0	21	373
chr1.165871208.+	0	0	0	9	116
chr1.181033130.+	0	0	0	6	0
chr1.201976596.+	0	0	0	2	0
chr1.204288200.+	0	0	0	24	10
chr1.211346388.+	0	0	0	1	0
chr1.225698939.+	0	0	0	9	0
chr1.25029435.+	0	0	0	49	0
chr1.36155480.+	0	0	0	53	2
chr1.40385213.+	0	0	0	102	56
chr1.40387304.+	0	0	0	282	154
chr1.41898172.+	0	0	0	87	98
chr1.66439728.+	0	0	0	18	11
chr1.8878366.+	0	0	0	53	1
chr1.92461425.+	0	0	0	42	61
chr1.97849621.+	0	0	0	36	0
chr1.98398738.+	0	0	0	1	97
chr10.10236727.-	0	0	0	9	0
