4_months	6_months	12_months	18_months	24_months
chr3.28131509.-	0	1	0	0	0
chr3.33718986.-	0	1	0	0	0
chr3.46413643.-	0	25	3	1	2
chr3.48472773.-	0	21	0	0	1
chr3.50674693.-	0	1	0	0	0
chr3.66194784.-	0	1	0	0	0
chr3.69955688.-	0	1	0	0	0
chr3.72311232.-	0	2	0	1	2
chr3.72376828.-	0	1	1	0	0
chr3.105870349.+	0	11	1	0	0
chr3.114900353.+	0	22	2	5	3
chr3.119470458.+	0	1	0	0	0
chr3.122142245.+	0	1	0	0	0
chr3.13427283.+	0	1	0	0	0
chr3.136662407.+	0	1	0	0	0
chr3.152656005.+	0	1	10	12	8
chr3.154719442.+	0	1	0	0	0
chr3.172520124.+	0	1	0	0	0
chr3.17370841.+	0	1	0	0	0
chr3.179563864.+	0	1	0	0	0
chr3.179617174.+	0	1	0	0	0
chr3.189955813.+	0	1	0	0	0
chr3.23805355.+	0	1	0	0	0
chr3.3058498.+	0	1	0	0	0
chr3.36912022.+	0	1	0	0	0
chr3.38474097.+	0	1	0	0	0
chr3.42779080.+	0	1	0	0	0
chr3.47069038.+	0	1	0	0	0
chr3.69160035.+	0	1	0	0	0
chr4.121247421.-	0	1	0	0	0
chr4.139088382.-	0	1	0	0	0
chr4.156797105.-	0	1	0	0	0
chr4.159307742.-	0	1	0	0	0
chr4.188987512.-	0	1	0	0	0
chr4.23350819.-	0	1	0	0	0
chr4.47111666.-	0	1	0	0	0
chr4.56731296.-	0	1	0	0	0
chr4.77012762.-	0	1	0	0	0
chr4.82892268.-	0	1	4	5	2
chr4.83112201.-	0	1	0	0	1
chr4.86960124.-	0	1	0	0	0
chr4.123601125.+	0	18	1	0	1
chr4.144337514.+	0	1	0	0	0
chr4.163593308.+	0	7	1	1	0
chr4.164798496.+	0	1	0	0	0
chr4.48174001.+	0	1	0	0	0
chr4.81259173.+	0	34	3	3	2
chr4.99562956.+	0	1	0	0	0
chr5.139286787.-	0	1	0	0	0
chr5.142731903.-	0	1	2	0	0
chr5.147484562.-	0	1	0	0	0
chr5.15503212.-	0	1	0	0	0
chr5.172020693.-	0	1	0	0	0
chr5.375379.-	0	1	0	0	0
chr5.376251.-	0	1	0	0	0
chr5.54065468.-	0	1	0	0	0
chr5.76272068.-	0	3	0	0	0
chr5.80780658.-	0	1	0	0	0
chr5.93650928.-	0	4	0	0	0
chr5.98952101.-	0	1	0	0	0
chr5.101592756.+	0	1	0	0	0
chr5.122076570.+	0	1	0	0	0
chr5.124993958.+	0	1	0	0	0
chr5.164356183.+	0	1	0	0	0
chr5.173383506.+	0	1	0	0	0
chr5.181262045.+	0	1	0	0	0
chr5.21090299.+	0	1	0	0	0
chr5.31386556.+	0	1	0	0	0
chr5.35319314.+	0	45	2	3	1
chr5.37592935.+	0	1	0	0	0
chr5.76372440.+	0	5	2	6	3
chr5.76547648.+	0	2	0	1	0
chr5.76622848.+	0	1	0	0	0
chr6_GL000255v2_alt.3453762.-	0	1	0	0	0
chr6_GL000255v2_alt.4591216.+	0	1	0	0	0
chr6.107773502.-	0	1	0	0	0
chr6.130514198.-	0	1	0	0	0
chr6.135323591.-	0	1	0	0	0
chr6.149483424.-	0	1	0	0	0
chr6.159463864.-	0	1	0	0	0
chr6.160984545.-	0	2	0	0	0
chr6.35045958.-	0	2	1	0	0
chr6.4986435.-	0	1	0	0	0
chr6.53026332.-	0	1	0	0	0
chr6.54845454.-	0	1	0	0	0
chr6.68958065.-	0	1	0	0	0
chr6.104498003.+	0	1	0	0	0
chr6.10521297.+	0	1	0	0	0
chr6.105999984.+	0	4	0	0	0
chr6.10644759.+	0	1	0	0	0
chr6.111403454.+	0	1	0	0	0
chr6.143451206.+	0	1	0	0	0
chr6.143672940.+	0	1	0	0	0
chr6.151144526.+	0	1	0	0	0
chr6.158583115.+	0	1	0	0	0
chr6.16468330.+	0	1	0	0	0
chr6.21465766.+	0	4	0	0	0
chr6.34272643.+	0	1	0	2	1
chr6.35727421.+	0	22	2	5	5
chr6.35875458.+	0	1	0	0	0
chr6.3802654.+	0	1	0	0	0
chr6.6653363.+	0	2	0	0	0
chr6.6722962.+	0	2	0	0	0
chr6.68741351.+	0	1	0	0	0
chr6.73575194.+	0	1	0	0	0
chr6.73617589.+	0	1	0	0	0
chr6.75791067.+	0	1	0	0	0
chr7.100128431.-	0	36	0	0	0
chr7.106878681.-	0	1	1	0	0
chr7.127414364.-	0	8	4	1	0
chr7.128980491.-	0	1	0	0	0
chr7.130125378.-	0	1	0	0	0
chr7.139680358.-	0	1	0	0	0
chr7.148606824.-	0	1	0	0	0
chr7.2510541.-	0	1	0	0	0
chr7.72289789.-	0	1	0	0	0
chr7.74480858.-	0	3	0	0	0
chr7.92698865.-	0	1	0	0	0
chr7.103289040.+	0	1	0	0	0
chr7.105678585.+	0	6	1	2	1
chr7.113642443.+	0	1	0	0	0
chr7.152542984.+	0	1	0	0	0
chr7.23296627.+	0	1	0	0	0
chr7.2405547.+	0	1	0	0	1
chr7.24549053.+	0	1	0	0	0
chr7.40039658.+	0	1	0	0	0
chr7.73521609.+	0	25	5	8	5
chr7.74211611.+	0	29	5	5	6
chr7.74659497.+	0	1	0	0	0
chr8.101055123.-	0	1	0	0	0
chr8.107071145.-	0	11	0	2	0
chr8.107319276.-	0	3	0	1	0
chr8.123367327.-	0	1	0	0	0
chr8.135179554.-	0	1	1	0	0
chr8.141246084.-	0	2	0	0	0
chr8.142669217.-	0	1	0	0	0
chr8.17045411.-	0	1	0	0	0
chr8.22842963.-	0	1	0	0	0
chr8.38805704.-	0	1	0	0	0
chr8.41532583.-	0	1	0	0	0
chr8.41866267.-	0	1	0	0	0
chr8.60513796.-	0	3	0	1	1
chr8.83040248.-	0	1	0	0	0
chr8.97783176.-	0	1	0	0	0
chr8.12545377.+	0	1	0	0	0
chr8.12757937.+	0	4	0	0	0
chr8.134048472.+	0	1	0	0	0
chr8.143189883.+	0	1	0	0	0
chr8.23230293.+	0	5	0	0	0
chr8.26543726.+	0	1	0	0	0
chr8.57401682.+	0	1	0	0	0
chr8.6691371.+	0	8	0	3	3
chr9.122006110.-	0	1	0	0	0
chr9.123071584.-	0	1	0	0	0
chr9.127857438.-	0	34	4	1	1
chr9.131255944.-	0	1	0	0	0
chr9.134066613.-	0	1	10	5	6
chr9.70438001.-	0	11	0	2	0
chr9.72069894.-	0	1	0	0	0
chr9.97612693.-	0	1	0	0	0
chr9.107669380.+	0	1	0	0	0
chr9.113720178.+	0	1	0	0	0
chr9.124217948.+	0	23	4	0	2
chr9.127857435.+	0	1	0	0	0
chr9.136326314.+	0	18	3	3	5
chr9.35637426.+	0	1	0	0	0
chr9.39389474.+	0	1	0	0	0
chr9.43408631.+	0	1	0	0	0
chr9.76643833.+	0	17	0	2	1
chr9.89498619.+	0	4	0	0	0
chr9.91531928.+	0	1	0	0	0
chrX_KI270913v1_alt.121988.-	0	1	0	0	0
chrX_KI270913v1_alt.212330.-	0	3	0	0	0
chrX.100384907.-	0	1	0	0	0
chrX.12645491.-	0	1	0	0	0
chrX.132480231.-	0	1	0	0	0
chrX.28121177.-	0	1	0	0	0
chrX.32887612.-	0	1	0	0	0
chrX.72294150.-	0	1	0	0	0
chrX.119683881.+	0	9	1	4	8
chrX.129776606.+	0	1	3	0	0
chrX.13558804.+	0	1	0	0	0
chrX.154098232.+	0	1	0	0	0
chrX.20439477.+	0	4	1	0	0
chrX.41331413.+	0	4	0	0	0
chr1_GL383520v2_alt.297624.+	0	0	2	1	1
chr1.101261448.-	0	0	9	14	22
chr1.1166808.-	0	0	3	15	12
chr1.120574323.-	0	0	1	0	0
chr1.148936070.-	0	0	1	0	0
chr1.155307198.-	0	0	1	0	0
chr1.160641422.-	0	0	2	31	32
chr1.165480490.-	0	0	1	0	0
chr1.169696685.-	0	0	3	6	6
chr1.218045960.-	0	0	1	0	0
chr1.235911778.-	0	0	1	2	0
chr1.240498267.-	0	0	6	2	5
chr1.248148073.-	0	0	1	0	0
chr1.28418729.-	0	0	3	12	9
chr1.45544769.-	0	0	1	0	0
chr1.77650160.-	0	0	1	0	0
chr1.78651600.-	0	0	4	1	1
chr1.115084909.+	0	0	1	1	1
chr1.143651041.+	0	0	1	0	0
chr1.148936619.+	0	0	2	0	0
chr1.14915135.+	0	0	1	0	0
chr1.156524486.+	0	0	9	27	17
chr1.160711472.+	0	0	3	1	1
chr1.183632287.+	0	0	1	0	0
chr1.19638934.+	0	0	1	0	0
chr1.207917434.+	0	0	5	4	3
chr1.208913804.+	0	0	1	0	0
chr1.209755863.+	0	0	3	3	2
chr1.212387914.+	0	0	1	0	0
chr1.234400866.+	0	0	2	6	3
chr1.26288097.+	0	0	22	12	20
chr1.31162140.+	0	0	1	18	8
chr1.31162386.+	0	0	1	0	0
chr1.31957498.+	0	0	1	0	0
chr1.37846439.+	0	0	7	22	10
chr1.39205106.+	0	0	11	16	22
chr1.42923981.+	0	0	2	1	1
chr1.44672289.+	0	0	3	3	1
chr1.46668824.+	0	0	5	5	3
chr1.6442135.+	0	0	2	6	2
chr1.65171513.+	0	0	1	0	0
chr1.66332604.+	0	0	12	7	10
chr1.9075044.+	0	0	34	66	94
chr1.9075625.+	0	0	1	0	0
chr10.110208707.-	0	0	13	28	23
chr10.127932439.-	0	0	1	0	0
chr10.26364415.-	0	0	1	0	0
chr10.26448578.-	0	0	6	4	5
chr10.48476121.-	0	0	1	5	2
chr10.63235807.-	0	0	2	5	12
chr10.69044092.-	0	0	9	5	7
chr10.73563722.-	0	0	1	0	0
chr10.74108712.-	0	0	1	0	0
chr10.80089462.-	0	0	1	2	0
chr10.17176319.+	0	0	1	0	2
chr10.17512428.+	0	0	4	1	1
chr10.35130432.+	0	0	4	4	0
chr10.37792560.+	0	0	1	0	0
chr10.61767391.+	0	0	6	0	2
chr10.86336943.+	0	0	1	0	0
chr11.104255808.-	0	0	1	0	0
chr11.118251144.-	0	0	11	23	15
chr11.122716601.-	0	0	6	1	1
chr11.30583073.-	0	0	1	2	0
chr11.46319190.-	0	0	4	9	2
chr11.63960971.-	0	0	1	0	0
chr11.65362085.-	0	0	1	0	0
chr11.65362995.-	0	0	1	0	0
chr11.72793313.-	0	0	2	5	1
chr11.86791541.-	0	0	5	13	7
chr11.105034593.+	0	0	1	4	1
chr11.115482456.+	0	0	1	0	0
chr11.117099261.+	0	0	2	0	2
chr11.17239054.+	0	0	1	0	0
chr11.17275981.+	0	0	1	1	0
chr11.33871753.+	0	0	6	14	11
chr11.46011223.+	0	0	1	0	0
chr11.67404155.+	0	0	29	87	122
chr11.9719911.+	0	0	1	1	1
chr12.110080077.-	0	0	1	3	1
chr12.122775323.-	0	0	4	7	6
chr12.14960025.-	0	0	1	2	0
chr12.26274681.-	0	0	1	0	0
chr12.46473459.-	0	0	3	1	0
chr12.6450750.-	0	0	1	1	1
chr12.8466831.-	0	0	1	0	0
chr12.112385684.+	0	0	1	0	0
chr12.116636855.+	0	0	1	5	4
chr12.122884989.+	0	0	3	3	7
chr12.14261572.+	0	0	1	0	0
chr12.31958889.+	0	0	1	0	0
chr12.39038771.+	0	0	1	0	0
chr12.45196447.+	0	0	1	0	0
chr12.47816237.+	0	0	1	1	0
chr12.50927050.+	0	0	2	2	0
chr12.57895511.+	0	0	2	2	1
chr12.6337045.+	0	0	15	41	35
chr12.64623564.+	0	0	48	85	73
chr12.9707952.+	0	0	1	1	4
chr13.103080367.-	0	0	1	0	0
chr13.105711721.-	0	0	1	0	0
chr13.27446970.-	0	0	1	4	0
chr13.35163790.-	0	0	1	0	0
chr13.39958436.-	0	0	5	8	2
chr13.48186767.-	0	0	2	0	0
chr13.49251070.-	0	0	3	4	1
chr13.99497027.-	0	0	3	8	6
chr13.30032898.+	0	0	1	0	0
chr13.49401883.+	0	0	1	0	1
chr13.50910471.+	0	0	9	40	84
chr14.25871778.-	0	0	1	0	0
chr14.35287758.-	0	0	1	8	9
chr14.50041020.-	0	0	4	18	17
chr14.55131071.-	0	0	1	0	0
chr14.75879026.-	0	0	1	0	0
chr14.100318048.+	0	0	3	1	5
chr14.24695121.+	0	0	3	3	0
chr14.35368222.+	0	0	3	12	9
chr14.50451489.+	0	0	1	0	0
chr14.75274548.+	0	0	1	0	0
chr14.97748490.+	0	0	3	0	0
chr15_KI270905v1_alt.1422238.+	0	0	1	0	0
chr15.23748286.-	0	0	1	0	0
chr15.45891277.-	0	0	1	0	0
chr15.78047568.-	0	0	1	0	0
chr15.78069759.-	0	0	15	23	12
chr15.90035019.-	0	0	1	4	4
chr15.92904626.-	0	0	1	5	4
chr15.97989956.-	0	0	1	0	0
chr15.34319348.+	0	0	1	0	0
chr15.46009501.+	0	0	1	0	0
chr15.58473448.+	0	0	1	0	0
chr15.74782860.+	0	0	13	21	18
chr15.90037768.+	0	0	3	4	2
chr15.91104838.+	0	0	1	0	0
chr15.94013962.+	0	0	1	0	0
chr15.98734567.+	0	0	2	4	1
chr16.1647310.-	0	0	41	65	60
chr16.17369103.-	0	0	1	1	0
chr16.1838789.-	0	0	1	0	0
chr16.27405429.-	0	0	3	9	7
chr16.27442433.-	0	0	1	0	0
chr16.29660471.-	0	0	2	3	0
chr16.29661593.-	0	0	43	96	148
chr16.3913456.-	0	0	1	0	0
chr16.12354197.+	0	0	4	1	1
chr16.1432119.+	0	0	1	0	0
chr16.1835035.+	0	0	1	0	0
chr16.20746310.+	0	0	1	2	1
chr16.2205075.+	0	0	1	2	0
chr16.29661827.+	0	0	3	10	4
chr16.30385359.+	0	0	1	0	0
chr16.3101124.+	0	0	4	5	4
chr16.47494154.+	0	0	1	1	2
chr16.68925171.+	0	0	1	0	0
chr16.75100366.+	0	0	1	0	0
chr16.76824825.+	0	0	1	0	0
chr16.82154267.+	0	0	2	11	14
chr16.85158269.+	0	0	1	10	14
chr17.19921323.-	0	0	1	0	0
chr17.28661589.-	0	0	1	21	20
chr17.32395583.-	0	0	1	0	0
chr17.5020578.-	0	0	2	4	2
chr17.55281683.-	0	0	1	2	1
chr17.57903663.-	0	0	1	0	0
chr17.59275033.-	0	0	1	2	2
chr17.64396787.-	0	0	1	0	0
chr17.64923513.-	0	0	1	0	0
chr17.64987132.-	0	0	27	70	72
chr17.67444411.-	0	0	33	67	81
chr17.76146105.-	0	0	3	2	2
chr17.77439400.-	0	0	3	14	10
chr17.82860523.-	0	0	2	20	7
chr17.82884022.-	0	0	11	21	13
chr17.16285705.+	0	0	3	0	0
chr17.32085057.+	0	0	1	0	0
chr17.67431367.+	0	0	9	22	15
chr17.67785096.+	0	0	86	129	122
chr17.69701255.+	0	0	1	0	0
chr17.75646081.+	0	0	1	2	0
chr17.80775264.+	0	0	3	31	38
chr17.81453211.+	0	0	1	0	0
chr17.82495144.+	0	0	8	1	4
chr18.2982002.-	0	0	11	9	7
chr18.3060672.-	0	0	4	3	5
chr18.67330886.-	0	0	1	0	0
chr18.75210222.-	0	0	4	11	9
chr18.76783386.-	0	0	1	0	0
chr18.5294095.+	0	0	11	22	15
chr18.62937984.+	0	0	1	6	11
chr18.67814839.+	0	0	1	0	0
chr18.77236046.+	0	0	1	0	0
chr19.10236695.-	0	0	1	1	0
chr19.15465378.-	0	0	9	8	5
chr19.1904791.-	0	0	2	14	9
chr19.22389824.-	0	0	1	0	0
chr19.24915123.-	0	0	1	0	0
chr19.24919203.-	0	0	1	0	0
chr19.38878449.-	0	0	1	6	4
chr19.47056338.-	0	0	1	0	0
chr19.47111861.-	0	0	67	167	160
chr19.11322842.+	0	0	1	1	1
chr19.16141735.+	0	0	1	17	16
chr19.20052591.+	0	0	12	17	11
chr19.33646659.+	0	0	1	0	0
chr19.35904415.+	0	0	13	10	12
chr19.35905212.+	0	0	7	17	13
chr19.46340240.+	0	0	1	0	0
chr19.57280825.+	0	0	1	0	1
chr2_GL383521v1_alt.123057.+	0	0	1	0	0
chr2.102419742.-	0	0	26	83	91
chr2.105744367.-	0	0	1	0	0
chr2.105744463.-	0	0	2	0	0
chr2.113600242.-	0	0	1	0	0
chr2.123076058.-	0	0	1	0	0
chr2.128218080.-	0	0	1	17	9
chr2.135942700.-	0	0	1	0	0
chr2.163742768.-	0	0	1	0	0
chr2.169473172.-	0	0	1	0	0
chr2.174667520.-	0	0	3	0	1
chr2.181435565.-	0	0	14	26	25
chr2.196241870.-	0	0	8	17	12
chr2.237675845.-	0	0	3	5	2
chr2.45225437.-	0	0	3	10	7
chr2.63738107.-	0	0	1	0	0
chr2.70133106.-	0	0	87	143	158
chr2.70299011.-	0	0	7	19	16
chr2.88733355.-	0	0	2	9	7
chr2.108624489.+	0	0	1	0	0
chr2.112707232.+	0	0	1	53	85
chr2.117395443.+	0	0	1	0	0
chr2.152217368.+	0	0	1	0	0
chr2.201115740.+	0	0	1	1	2
chr2.219210218.+	0	0	22	20	26
chr2.232564549.+	0	0	1	0	0
chr2.24084055.+	0	0	1	1	2
chr2.37823400.+	0	0	19	21	25
chr2.42949778.+	0	0	1	2	0
chr2.43196856.+	0	0	2	0	2
chr2.48406437.+	0	0	8	6	14
chr2.54003504.+	0	0	1	0	0
chr2.55112782.+	0	0	3	0	1
chr2.6935096.+	0	0	1	3	0
chr2.74439304.+	0	0	1	0	0
chr2.96224845.+	0	0	10	20	15
chr20.172371.-	0	0	4	1	4
chr20.23159871.-	0	0	1	6	6
chr20.3091258.-	0	0	8	10	0
chr20.3094617.-	0	0	1	0	0
chr20.32549372.-	0	0	1	0	0
chr20.3811673.-	0	0	3	5	6
chr20.38713852.-	0	0	1	0	0
chr20.4865845.-	0	0	1	0	0
chr20.62741137.-	0	0	5	3	1
chr20.17961482.+	0	0	7	52	98
chr20.32672433.+	0	0	1	0	0
chr20.41779978.+	0	0	1	0	0
chr20.53584585.+	0	0	4	1	4
chr20.62142440.+	0	0	1	0	0
chr20.63635363.+	0	0	1	6	5
chr20.8393920.+	0	0	1	7	4
chr21.33976211.-	0	0	3	0	1
chr21.22710701.+	0	0	2	1	2
chr21.30959075.+	0	0	1	0	2
chr21.39040300.+	0	0	6	17	8
chr21.42513157.+	0	0	3	4	7
chr22.23531821.-	0	0	1	0	0
chr22.30090892.-	0	0	1	0	0
chr22.31474127.-	0	0	1	0	0
chr22.35400203.-	0	0	6	5	8
chr22.37604576.-	0	0	1	0	0
chr22.40040078.-	0	0	3	0	0
chr22.49937620.-	0	0	2	32	37
chr22.20497141.+	0	0	1	0	0
chr22.28808204.+	0	0	17	13	13
chr22.38388958.+	0	0	1	0	1
chr22.39040182.+	0	0	1	0	0
chr22.39350841.+	0	0	2	12	1
chr22.40130731.+	0	0	1	0	0
chr22.46673631.+	0	0	1	1	2
chr22.46775357.+	0	0	1	2	2
chr3.100248584.-	0	0	1	0	0
chr3.102114786.-	0	0	7	2	7
chr3.102176703.-	0	0	1	1	1
chr3.126540039.-	0	0	1	0	0
chr3.183556300.-	0	0	3	3	3
chr3.190597358.-	0	0	14	30	35
chr3.195906316.-	0	0	10	12	9
chr3.32785048.-	0	0	2	0	0
chr3.47221165.-	0	0	3	9	5
chr3.50339096.-	0	0	1	0	0
chr3.55619821.-	0	0	2	2	0
chr3.9493414.-	0	0	1	0	0
chr3.10189301.+	0	0	13	23	25
chr3.108048483.+	0	0	1	0	0
chr3.108223009.+	0	0	2	24	19
chr3.112397863.+	0	0	1	11	7
chr3.12194234.+	0	0	1	1	0
chr3.12666853.+	0	0	1	0	0
chr3.127800086.+	0	0	2	1	0
chr3.141797617.+	0	0	4	1	1
chr3.172537630.+	0	0	1	0	0
chr3.177681579.+	0	0	28	29	23
chr3.196620038.+	0	0	2	4	1
chr3.38288960.+	0	0	1	0	0
chr3.49345044.+	0	0	2	0	1
chr3.49806821.+	0	0	10	7	4
chr3.49873488.+	0	0	2	1	0
chr3.51503016.+	0	0	3	11	4
chr3.52476086.+	0	0	1	0	0
chr3.66052701.+	0	0	1	0	0
chr3.90022335.+	0	0	1	0	0
chr4_KI270786v1_alt.205695.+	0	0	1	0	0
chr4.11915326.-	0	0	1	0	0
chr4.120778115.-	0	0	1	0	0
chr4.125678071.-	0	0	2	2	4
chr4.140720876.-	0	0	1	2	1
chr4.146736330.-	0	0	1	0	0
chr4.154921921.-	0	0	1	0	0
chr4.157991649.-	0	0	25	30	45
chr4.54876183.-	0	0	1	0	0
chr4.58461541.-	0	0	1	0	0
chr4.66984691.-	0	0	1	0	0
chr4.85898881.-	0	0	1	0	0
chr4.106521352.+	0	0	2	0	0
chr4.112297811.+	0	0	1	1	0
chr4.145814619.+	0	0	1	0	0
chr4.159193170.+	0	0	2	2	4
chr4.180395218.+	0	0	2	0	1
chr4.24278035.+	0	0	1	0	0
chr4.3738598.+	0	0	1	0	0
chr4.47786401.+	0	0	1	0	0
chr4.85118434.+	0	0	1	0	0
chr4.87135262.+	0	0	1	0	1
chr5.132427681.-	0	0	6	21	25
chr5.135396870.-	0	0	2	0	0
chr5.137571289.-	0	0	3	3	3
chr5.137694464.-	0	0	7	5	4
chr5.141604536.-	0	0	4	6	5
chr5.14202874.-	0	0	1	2	1
chr5.146318136.-	0	0	1	0	0
chr5.160420421.-	0	0	4	5	1
chr5.170298184.-	0	0	1	1	1
chr5.177507507.-	0	0	1	2	5
chr5.180091740.-	0	0	1	0	0
chr5.40487665.-	0	0	38	41	33
chr5.47353019.-	0	0	1	0	0
chr5.57174784.-	0	0	1	1	2
chr5.90207722.-	0	0	1	0	0
chr5.95162340.-	0	0	31	74	84
chr5.131545173.+	0	0	2	9	9
chr5.142293210.+	0	0	1	0	0
chr5.145831433.+	0	0	1	0	0
chr5.168850845.+	0	0	1	3	3
chr5.179752186.+	0	0	1	0	0
chr5.180294156.+	0	0	1	0	0
chr5.77491331.+	0	0	4	7	4
chr6.108806216.-	0	0	1	0	0
chr6.108806226.-	0	0	12	13	4
chr6.109254226.-	0	0	16	16	15
chr6.118709657.-	0	0	3	5	7
chr6.136762014.-	0	0	3	1	2
chr6.15266004.-	0	0	43	114	94
chr6.154918752.-	0	0	1	0	0
chr6.27573619.-	0	0	1	0	0
chr6.293475.-	0	0	16	16	12
chr6.46275242.-	0	0	3	11	6
chr6.9095940.-	0	0	1	0	0
chr6.99219699.-	0	0	1	0	0
chr6.104911568.+	0	0	1	0	0
chr6.105809811.+	0	0	2	1	1
chr6.10848390.+	0	0	1	0	0
chr6.109008746.+	0	0	1	4	2
chr6.13527275.+	0	0	2	1	0
chr6.148823163.+	0	0	29	38	45
chr6.149687973.+	0	0	1	0	0
chr6.16585650.+	0	0	4	5	3
chr6.25051035.+	0	0	2	52	47
chr6.25081295.+	0	0	1	0	0
chr6.26364834.+	0	0	39	106	109
chr6.26364978.+	0	0	1	0	0
chr6.35037524.+	0	0	6	25	18
chr6.79484275.+	0	0	1	0	0
chr6.85795608.+	0	0	1	0	0
chr6.90285031.+	0	0	5	13	5
chr7_KI270803v1_alt.819341.+	0	0	1	0	0
chr7.104957878.-	0	0	1	0	0
chr7.12339924.-	0	0	1	0	0
chr7.129268396.-	0	0	1	0	0
chr7.136085749.-	0	0	1	0	0
chr7.150368468.-	0	0	5	1	0
chr7.158865078.-	0	0	4	27	25
chr7.2728731.-	0	0	1	8	7
chr7.37384639.-	0	0	1	0	0
chr7.38345402.-	0	0	20	43	49
chr7.5483556.-	0	0	1	0	0
chr7.55574302.-	0	0	2	0	2
chr7.74547596.-	0	0	1	0	0
chr7.75181180.-	0	0	1	0	0
chr7.92755956.-	0	0	5	4	3
chr7.92760465.-	0	0	14	15	9
chr7.96808421.-	0	0	1	0	0
chr7.111475895.+	0	0	2	1	0
chr7.126701061.+	0	0	3	15	8
chr7.130441680.+	0	0	1	9	7
chr7.142796368.+	0	0	1	0	1
chr7.1511953.+	0	0	1	1	2
chr7.21352532.+	0	0	3	0	1
chr7.26204995.+	0	0	1	0	0
chr7.37409770.+	0	0	2	15	13
chr7.39683820.+	0	0	24	39	39
chr7.40509139.+	0	0	1	0	0
chr7.5479803.+	0	0	8	27	36
chr7.6290640.+	0	0	1	0	0
chr7.73544153.+	0	0	1	0	0
chr8.110895268.-	0	0	1	0	0
chr8.37801301.-	0	0	1	0	0
chr8.58659380.-	0	0	18	4	1
chr8.58802278.-	0	0	2	6	6
chr8.71492875.-	0	0	1	0	0
chr8.8500621.-	0	0	1	0	0
chr8.127401322.+	0	0	1	0	0
chr8.16604522.+	0	0	10	16	9
chr8.27251032.+	0	0	1	0	0
chr8.29770156.+	0	0	1	0	0
chr8.59425066.+	0	0	1	0	0
chr9.10684454.-	0	0	1	0	0
chr9.134027493.-	0	0	1	0	0
chr9.36151439.-	0	0	3	3	2
chr9.36488478.-	0	0	1	0	1
chr9.74714657.-	0	0	1	0	0
chr9.897535.-	0	0	1	0	0
chr9.97517986.-	0	0	1	3	0
chr9.99827706.-	0	0	6	23	15
chr9.129334591.+	0	0	1	0	0
chr9.133058996.+	0	0	2	6	3
chr9.33298166.+	0	0	1	0	0
chr9.7840523.+	0	0	1	0	0
chr9.8788481.+	0	0	1	0	0
chr9.97935822.+	0	0	1	1	2
chrUn_KI270304v1.751.+	0	0	1	0	0
chrUn_KI270310v1.691.+	0	0	3	4	2
chrX.118490508.-	0	0	1	0	0
chrX.22022705.-	0	0	1	0	0
chrX.35842372.-	0	0	3	2	1
chrX.47583540.-	0	0	21	28	22
chrX.49002979.-	0	0	1	1	2
chrX.109178674.+	0	0	1	0	0
chrX.136196927.+	0	0	46	62	33
chrX.40149934.+	0	0	4	0	0
chrX.47371360.+	0	0	1	0	0
chrX.78326433.+	0	0	1	1	0
chr1.153990366.-	0	0	0	5	4
chr1.159014967.-	0	0	0	3	1
chr1.159091936.-	0	0	0	1	0
chr1.161019052.-	0	0	0	5	1
chr1.161184271.-	0	0	0	18	19
chr1.185693810.-	0	0	0	1	0
chr1.198173382.-	0	0	0	5	9
chr1.234103606.-	0	0	0	2	1
chr1.240433806.-	0	0	0	1	0
chr1.27600780.-	0	0	0	29	49
chr1.28292068.-	0	0	0	53	38
chr1.39205633.-	0	0	0	32	19
chr1.51314243.-	0	0	0	11	10
chr1.84945999.-	0	0	0	1	1
chr1.109791142.+	0	0	0	2	0
chr1.111506481.+	0	0	0	2	0
chr1.150563556.+	0	0	0	2	57
chr1.156502506.+	0	0	0	1	17
chr1.165871208.+	0	0	0	1	3
chr1.181033130.+	0	0	0	2	0
chr1.201976596.+	0	0	0	1	0
chr1.204288200.+	0	0	0	2	2
chr1.211346388.+	0	0	0	1	0
chr1.225698939.+	0	0	0	2	0
chr1.25029435.+	0	0	0	2	0
chr1.36155480.+	0	0	0	3	1
chr1.40385213.+	0	0	0	6	5
chr1.40387304.+	0	0	0	11	9
chr1.41898172.+	0	0	0	5	7
chr1.66439728.+	0	0	0	3	1
chr1.8878366.+	0	0	0	3	1
chr1.92461425.+	0	0	0	1	3
chr1.97849621.+	0	0	0	3	0
chr1.98398738.+	0	0	0	1	6
chr10.10236727.-	0	0	0	1	0
chr10.110875017.-	0	0	0	4	4
chr10.14649747.-	0	0	0	1	5
chr10.5095501.-	0	0	0	1	3
chr10.62637197.-	0	0	0	1	8
chr10.63219549.+	0	0	0	1	0
chr10.91201079.+	0	0	0	1	2
chr11.112178229.-	0	0	0	5	1
chr11.121445979.-	0	0	0	4	3
chr11.40099246.-	0	0	0	7	6
chr11.60915190.-	0	0	0	1	0
chr11.64206107.-	0	0	0	3	0
chr11.65150200.-	0	0	0	2	0
chr11.67288791.-	0	0	0	1	2
chr11.73148387.-	0	0	0	3	7
chr11.18383607.+	0	0	0	13	10
chr11.2300941.+	0	0	0	1	1
chr11.33935775.+	0	0	0	1	1
chr11.34438027.+	0	0	0	1	8
chr11.59820934.+	0	0	0	3	2
chr11.62639214.+	0	0	0	5	1
chr11.75873398.+	0	0	0	1	0
chr11.95654084.+	0	0	0	1	0
